Source,Target,Type,Id,Label,Weight,value
Panama,Cuba,Undirected,7757,,8,8
Panama,Peru,Undirected,7758,,6,6
Panama,Uruguay,Undirected,7759,,2,2
Panama,Bahamas,Undirected,7760,,2,2
Panama,Chile,Undirected,7761,,2,2
Panama,Puerto Rico,Undirected,7762,,2,2
Panama,Bolivia,Undirected,7763,,2,2
Panama,Barbados,Undirected,7764,,2,2
Panama,Belize,Undirected,7765,,2,2
Panama,Guyana,Undirected,7766,,2,2
Panama,Suriname,Undirected,7767,,2,2
Costa Rica,United States,Undirected,7768,,91,91
Costa Rica,Colombia,Undirected,7769,,2,2
Costa Rica,Peru,Undirected,7770,,4,4
Costa Rica,El Salvador,Undirected,7771,,6,6
El Salvador,United States,Undirected,7772,,68,68
El Salvador,Colombia,Undirected,7773,,7,7
El Salvador,Belize,Undirected,7774,,2,2
El Salvador,Ecuador,Undirected,7775,,4,4
El Salvador,Peru,Undirected,7776,,2,2
El Salvador,Cuba,Undirected,7777,,4,4
Haiti,Netherlands Antilles,Undirected,7778,,4,4
Haiti,United States,Undirected,7779,,32,32
Haiti,Guadeloupe,Undirected,7780,,4,4
Haiti,Cuba,Undirected,7781,,4,4
Haiti,Bahamas,Undirected,7782,,2,2
Cuba,Colombia,Undirected,7783,,7,7
Cuba,Venezuela,Undirected,7784,,9,9
Cuba,Argentina,Undirected,7785,,2,2
Cuba,Martinique,Undirected,7786,,2,2
Cuba,Bahamas,Undirected,7787,,4,4
Cuba,Russia,Undirected,7788,,7,7
Cuba,Ecuador,Undirected,7789,,2,2
Cuba,Cayman Islands,Undirected,7790,,2,2
Cuba,Peru,Undirected,7791,,6,6
Cuba,Suriname,Undirected,7792,,1,1
Cuba,United States,Undirected,7793,,16,16
Cuba,Trinidad and Tobago,Undirected,7794,,1,1
Cuba,Guadeloupe,Undirected,7795,,1,1
Cayman Islands,United States,Undirected,7796,,41,41
Cayman Islands,Bahamas,Undirected,7797,,2,2
Bahamas,United States,Undirected,7798,,161,161
Bahamas,Saint Kitts and Nevis,Undirected,7799,,1,1
Belize,United States,Undirected,7800,,26,26
Cook Islands,French Polynesia,Undirected,7801,,4,4
Cook Islands,New Zealand,Undirected,7802,,7,7
Cook Islands,United States,Undirected,7803,,4,4
Cook Islands,Australia,Undirected,7804,,2,2
Fiji,United States,Undirected,7805,,14,14
Fiji,Hong Kong,Undirected,7806,,4,4
Fiji,New Zealand,Undirected,7807,,14,14
Fiji,Samoa,Undirected,7808,,3,3
Fiji,Australia,Undirected,7809,,23,23
Fiji,Kiribati,Undirected,7810,,6,6
Fiji,Tuvalu,Undirected,7811,,2,2
Fiji,Tonga,Undirected,7812,,5,5
Fiji,Vanuatu,Undirected,7813,,7,7
Fiji,Solomon Islands,Undirected,7814,,6,6
Fiji,South Korea,Undirected,7815,,2,2
Fiji,New Caledonia,Undirected,7816,,2,2
Fiji,Wallis and Futuna,Undirected,7817,,2,2
Fiji,Japan,Undirected,7818,,2,2
Fiji,Singapore,Undirected,7819,,2,2
Fiji,Nauru,Undirected,7820,,1,1
Tonga,New Zealand,Undirected,7821,,4,4
Tonga,Australia,Undirected,7822,,2,2
Kiribati,United States,Undirected,7823,,4,4
Kiribati,Nauru,Undirected,7824,,2,2
Kiribati,Marshall Islands,Undirected,7825,,2,2
Kiribati,Solomon Islands,Undirected,7826,,1,1
Wallis and Futuna,New Caledonia,Undirected,7827,,2,2
Samoa,United States,Undirected,7828,,2,2
Samoa,New Zealand,Undirected,7829,,5,5
Samoa,Australia,Undirected,7830,,4,4
American Samoa,United States,Undirected,7831,,2,2
French Polynesia,New Zealand,Undirected,7832,,8,8
French Polynesia,United States,Undirected,7833,,17,17
French Polynesia,Japan,Undirected,7834,,4,4
French Polynesia,Chile,Undirected,7835,,2,2
French Polynesia,New Caledonia,Undirected,7836,,2,2
Vanuatu,Solomon Islands,Undirected,7837,,6,6
Vanuatu,New Zealand,Undirected,7838,,4,4
Vanuatu,Australia,Undirected,7839,,14,14
Vanuatu,New Caledonia,Undirected,7840,,4,4
New Caledonia,New Zealand,Undirected,7841,,4,4
New Caledonia,Australia,Undirected,7842,,9,9
New Caledonia,Japan,Undirected,7843,,4,4
New Zealand,Australia,Undirected,7844,,174,174
New Zealand,China,Undirected,7845,,15,15
New Zealand,Hong Kong,Undirected,7846,,7,7
New Zealand,Singapore,Undirected,7847,,12,12
New Zealand,United States,Undirected,7848,,21,21
New Zealand,South Korea,Undirected,7849,,2,2
New Zealand,Chile,Undirected,7850,,4,4
New Zealand,Malaysia,Undirected,7851,,2,2
New Zealand,Japan,Undirected,7852,,8,8
New Zealand,Niue,Undirected,7853,,2,2
New Zealand,Norfolk Island,Undirected,7854,,1,1
New Zealand,Thailand,Undirected,7855,,4,4
New Zealand,United Arab Emirates,Undirected,7856,,1,1
New Zealand,Argentina,Undirected,7857,,2,2
New Zealand,Taiwan,Undirected,7858,,2,2
New Zealand,Philippines,Undirected,7859,,1,1
New Zealand,Qatar,Undirected,7860,,2,2
Afghanistan,India,Undirected,7861,,16,16
Afghanistan,United Arab Emirates,Undirected,7862,,15,15
Afghanistan,Pakistan,Undirected,7863,,9,9
Afghanistan,Iran,Undirected,7864,,11,11
Afghanistan,Azerbaijan,Undirected,7865,,2,2
Afghanistan,Kuwait,Undirected,7866,,2,2
Afghanistan,Tajikistan,Undirected,7867,,1,1
Afghanistan,China,Undirected,7868,,1,1
Afghanistan,Saudi Arabia,Undirected,7869,,2,2
Afghanistan,Russia,Undirected,7870,,1,1
Afghanistan,Uzbekistan,Undirected,7871,,1,1
Bahrain,India,Undirected,7872,,22,22
Bahrain,Qatar,Undirected,7873,,22,22
Bahrain,United Arab Emirates,Undirected,7874,,32,32
Bahrain,Jordan,Undirected,7875,,4,4
Bahrain,Lebanon,Undirected,7876,,2,2
Bahrain,Iraq,Undirected,7877,,6,6
Bahrain,Thailand,Undirected,7878,,6,6
Bahrain,Saudi Arabia,Undirected,7879,,22,22
Bahrain,Iran,Undirected,7880,,7,7
Bahrain,Pakistan,Undirected,7881,,14,14
Bahrain,Kuwait,Undirected,7882,,11,11
Bahrain,Oman,Undirected,7883,,7,7
Bahrain,Philippines,Undirected,7884,,4,4
Bahrain,Yemen,Undirected,7885,,4,4
Bahrain,Sri Lanka,Undirected,7886,,5,5
Bahrain,Bangladesh,Undirected,7887,,1,1
Bahrain,Russia,Undirected,7888,,1,1
Bahrain,Azerbaijan,Undirected,7889,,1,1
Bahrain,Georgia,Undirected,7890,,1,1
Bahrain,Syria,Undirected,7891,,1,1
Bahrain,Cambodia,Undirected,7892,,1,1
Saudi Arabia,Djibouti,Undirected,7893,,1,1
Saudi Arabia,Bangladesh,Undirected,7894,,16,16
Saudi Arabia,United Arab Emirates,Undirected,7895,,103,103
Saudi Arabia,India,Undirected,7896,,108,108
Saudi Arabia,Kuwait,Undirected,7897,,37,37
Saudi Arabia,Brunei,Undirected,7898,,2,2
Saudi Arabia,Hong Kong,Undirected,7899,,4,4
Saudi Arabia,Malaysia,Undirected,7900,,14,14
Saudi Arabia,Yemen,Undirected,7901,,31,31
Saudi Arabia,Indonesia,Undirected,7902,,28,28
Saudi Arabia,Iran,Undirected,7903,,24,24
Saudi Arabia,South Korea,Undirected,7904,,2,2
Saudi Arabia,Lebanon,Undirected,7905,,13,13
Saudi Arabia,Qatar,Undirected,7906,,18,18
Saudi Arabia,Sri Lanka,Undirected,7907,,20,20
Saudi Arabia,Pakistan,Undirected,7908,,109,109
Saudi Arabia,Philippines,Undirected,7909,,11,11
Saudi Arabia,Jordan,Undirected,7910,,22,22
Saudi Arabia,Singapore,Undirected,7911,,8,8
Saudi Arabia,China,Undirected,7912,,4,4
Saudi Arabia,United States,Undirected,7913,,10,10
Saudi Arabia,Oman,Undirected,7914,,18,18
Saudi Arabia,Eritrea,Undirected,7915,,2,2
Saudi Arabia,Nepal,Undirected,7916,,1,1
Saudi Arabia,Iraq,Undirected,7917,,2,2
Saudi Arabia,Maldives,Undirected,7918,,3,3
Saudi Arabia,Georgia,Undirected,7919,,2,2
Saudi Arabia,Azerbaijan,Undirected,7920,,1,1
Iran,Tajikistan,Undirected,7921,,6,6
Iran,Belarus,Undirected,7922,,2,2
Iran,China,Undirected,7923,,10,10
Iran,United Arab Emirates,Undirected,7924,,57,57
Iran,Kuwait,Undirected,7925,,28,28
Iran,Armenia,Undirected,7926,,3,3
Iran,Iraq,Undirected,7927,,35,35
Iran,Oman,Undirected,7928,,11,11
Iran,Lebanon,Undirected,7929,,4,4
Iran,India,Undirected,7930,,5,5
Iran,Qatar,Undirected,7931,,12,12
Iran,Azerbaijan,Undirected,7932,,6,6
Iran,Pakistan,Undirected,7933,,8,8
Iran,Malaysia,Undirected,7934,,4,4
Iran,Uzbekistan,Undirected,7935,,2,2
Iran,Russia,Undirected,7936,,7,7
Iran,Kazakhstan,Undirected,7937,,2,2
Iran,Thailand,Undirected,7938,,2,2
Iran,Syria,Undirected,7939,,1,1
Iran,Georgia,Undirected,7940,,4,4
Iran,Ukraine,Undirected,7941,,1,1
Iran,Hong Kong,Undirected,7942,,1,1
Jordan,United States,Undirected,7943,,14,14
Jordan,United Arab Emirates,Undirected,7944,,19,19
Jordan,Yemen,Undirected,7945,,10,10
Jordan,Lebanon,Undirected,7946,,6,6
Jordan,Kuwait,Undirected,7947,,7,7
Jordan,Thailand,Undirected,7948,,4,4
Jordan,Qatar,Undirected,7949,,4,4
Jordan,Iraq,Undirected,7950,,25,25
Jordan,India,Undirected,7951,,4,4
Jordan,Russia,Undirected,7952,,4,4
Jordan,Ukraine,Undirected,7953,,4,4
Jordan,Oman,Undirected,7954,,4,4
Jordan,Georgia,Undirected,7955,,1,1
Jordan,Lithuania,Undirected,7956,,1,1
Kuwait,United Arab Emirates,Undirected,7957,,27,27
Kuwait,India,Undirected,7958,,38,38
Kuwait,Bangladesh,Undirected,7959,,6,6
Kuwait,Qatar,Undirected,7960,,6,6
Kuwait,Yemen,Undirected,7961,,4,4
Kuwait,Lebanon,Undirected,7962,,6,6
Kuwait,Iraq,Undirected,7963,,5,5
Kuwait,Thailand,Undirected,7964,,2,2
Kuwait,Sri Lanka,Undirected,7965,,6,6
Kuwait,Pakistan,Undirected,7966,,13,13
Kuwait,United States,Undirected,7967,,4,4
Kuwait,Malaysia,Undirected,7968,,2,2
Kuwait,Oman,Undirected,7969,,5,5
Kuwait,Syria,Undirected,7970,,2,2
Kuwait,Azerbaijan,Undirected,7971,,3,3
Kuwait,Georgia,Undirected,7972,,1,1
Kuwait,Philippines,Undirected,7973,,1,1
Lebanon,Belarus,Undirected,7974,,2,2
Lebanon,United Arab Emirates,Undirected,7975,,13,13
Lebanon,Yemen,Undirected,7976,,2,2
Lebanon,Iraq,Undirected,7977,,20,20
Lebanon,Qatar,Undirected,7978,,4,4
Lebanon,Armenia,Undirected,7979,,3,3
Lebanon,Russia,Undirected,7980,,4,4
Lebanon,Oman,Undirected,7981,,2,2
United Arab Emirates,Philippines,Undirected,7982,,16,16
United Arab Emirates,Djibouti,Undirected,7983,,5,5
United Arab Emirates,Bangladesh,Undirected,7984,,25,25
United Arab Emirates,India,Undirected,7985,,251,251
United Arab Emirates,Tajikistan,Undirected,7986,,6,6
United Arab Emirates,Sri Lanka,Undirected,7987,,25,25
United Arab Emirates,United States,Undirected,7988,,54,54
United Arab Emirates,Pakistan,Undirected,7989,,127,127
United Arab Emirates,Oman,Undirected,7990,,48,48
United Arab Emirates,Thailand,Undirected,7991,,19,19
United Arab Emirates,China,Undirected,7992,,45,45
United Arab Emirates,Singapore,Undirected,7993,,24,24
United Arab Emirates,Indonesia,Undirected,7994,,11,11
United Arab Emirates,Malaysia,Undirected,7995,,16,16
United Arab Emirates,Australia,Undirected,7996,,33,33
United Arab Emirates,Maldives,Undirected,7997,,8,8
United Arab Emirates,Belarus,Undirected,7998,,4,4
United Arab Emirates,Qatar,Undirected,7999,,21,21
United Arab Emirates,Brunei,Undirected,8000,,3,3
United Arab Emirates,Hong Kong,Undirected,8001,,14,14
United Arab Emirates,Iraq,Undirected,8002,,34,34
United Arab Emirates,Russia,Undirected,8003,,90,90
United Arab Emirates,Brazil,Undirected,8004,,6,6
United Arab Emirates,Japan,Undirected,8005,,16,16
United Arab Emirates,South Korea,Undirected,8006,,10,10
United Arab Emirates,Ukraine,Undirected,8007,,22,22
United Arab Emirates,Yemen,Undirected,8008,,23,23
United Arab Emirates,Vietnam,Undirected,8009,,8,8
United Arab Emirates,Taiwan,Undirected,8010,,4,4
United Arab Emirates,Kazakhstan,Undirected,8011,,18,18
United Arab Emirates,Nepal,Undirected,8012,,10,10
United Arab Emirates,Turkmenistan,Undirected,8013,,5,5
United Arab Emirates,Armenia,Undirected,8014,,4,4
United Arab Emirates,Kyrgyzstan,Undirected,8015,,3,3
United Arab Emirates,Azerbaijan,Undirected,8016,,8,8
United Arab Emirates,Georgia,Undirected,8017,,4,4
United Arab Emirates,Uzbekistan,Undirected,8018,,5,5
United Arab Emirates,Syria,Undirected,8019,,6,6
United Arab Emirates,Latvia,Undirected,8020,,1,1
United Arab Emirates,Eritrea,Undirected,8021,,2,2
United Arab Emirates,Burma,Undirected,8022,,1,1
Oman,Bangladesh,Undirected,8023,,13,13
Oman,India,Undirected,8024,,55,55
Oman,Qatar,Undirected,8025,,15,15
Oman,Malaysia,Undirected,8026,,4,4
Oman,Sri Lanka,Undirected,8027,,7,7
Oman,Pakistan,Undirected,8028,,33,33
Oman,Thailand,Undirected,8029,,2,2
Oman,Nepal,Undirected,8030,,3,3
Oman,Maldives,Undirected,8031,,2,2
Oman,Syria,Undirected,8032,,1,1
Oman,China,Undirected,8033,,1,1
Oman,Indonesia,Undirected,8034,,1,1
Oman,Russia,Undirected,8035,,1,1
Oman,Philippines,Undirected,8036,,1,1
Oman,Vietnam,Undirected,8037,,1,1
Pakistan,China,Undirected,8038,,15,15
Pakistan,Thailand,Undirected,8039,,8,8
Pakistan,Sri Lanka,Undirected,8040,,6,6
Pakistan,India,Undirected,8041,,6,6
Pakistan,Bangladesh,Undirected,8042,,2,2
Pakistan,Qatar,Undirected,8043,,18,18
Pakistan,United States,Undirected,8044,,1,1
Pakistan,Nepal,Undirected,8045,,2,2
Pakistan,Malaysia,Undirected,8046,,7,7
Pakistan,Uzbekistan,Undirected,8047,,1,1
Pakistan,Iraq,Undirected,8048,,1,1
Iraq,Qatar,Undirected,8049,,10,10
Iraq,Georgia,Undirected,8050,,4,4
Iraq,Syria,Undirected,8051,,6,6
Iraq,India,Undirected,8052,,8,8
Iraq,China,Undirected,8053,,1,1
Iraq,Azerbaijan,Undirected,8054,,7,7
Iraq,Ukraine,Undirected,8055,,1,1
Iraq,Malaysia,Undirected,8056,,1,1
Iraq,Belarus,Undirected,8057,,1,1
Iraq,Russia,Undirected,8058,,1,1
Iraq,Armenia,Undirected,8059,,4,4
Syria,Armenia,Undirected,8060,,1,1
Syria,Qatar,Undirected,8061,,1,1
Qatar,India,Undirected,8062,,50,50
Qatar,United States,Undirected,8063,,36,36
Qatar,Bangladesh,Undirected,8064,,8,8
Qatar,Hong Kong,Undirected,8065,,4,4
Qatar,Yemen,Undirected,8066,,5,5
Qatar,Azerbaijan,Undirected,8067,,4,4
Qatar,Japan,Undirected,8068,,14,14
Qatar,Malaysia,Undirected,8069,,6,6
Qatar,South Korea,Undirected,8070,,4,4
Qatar,Philippines,Undirected,8071,,10,10
Qatar,Thailand,Undirected,8072,,8,8
Qatar,China,Undirected,8073,,12,12
Qatar,Indonesia,Undirected,8074,,4,4
Qatar,Sri Lanka,Undirected,8075,,4,4
Qatar,Russia,Undirected,8076,,4,4
Qatar,Brazil,Undirected,8077,,3,3
Qatar,Nepal,Undirected,8078,,5,5
Qatar,Australia,Undirected,8079,,10,10
Qatar,Maldives,Undirected,8080,,2,2
Qatar,Burma,Undirected,8081,,2,2
Qatar,Vietnam,Undirected,8082,,6,6
Qatar,Singapore,Undirected,8083,,2,2
Qatar,Armenia,Undirected,8084,,2,2
Qatar,Djibouti,Undirected,8085,,2,2
Qatar,Ukraine,Undirected,8086,,2,2
Qatar,Georgia,Undirected,8087,,2,2
Qatar,Namibia,Undirected,8088,,2,2
Qatar,Macau,Undirected,8089,,1,1
Qatar,Cambodia,Undirected,8090,,2,2
Qatar,Kazakhstan,Undirected,8091,,1,1
Northern Mariana Islands,China,Undirected,8092,,7,7
Northern Mariana Islands,Japan,Undirected,8093,,6,6
Northern Mariana Islands,South Korea,Undirected,8094,,7,7
Northern Mariana Islands,Guam,Undirected,8095,,4,4
Northern Mariana Islands,Hong Kong,Undirected,8096,,1,1
Guam,South Korea,Undirected,8097,,16,16
Guam,Taiwan,Undirected,8098,,6,6
Guam,Japan,Undirected,8099,,40,40
Guam,Philippines,Undirected,8100,,5,5
Guam,Australia,Undirected,8101,,2,2
Guam,Hong Kong,Undirected,8102,,2,2
Guam,United States,Undirected,8103,,6,6
Guam,Palau,Undirected,8104,,2,2
Guam,Micronesia,Undirected,8105,,4,4
Guam,China,Undirected,8106,,2,2
Marshall Islands,Nauru,Undirected,8107,,2,2
Marshall Islands,United States,Undirected,8108,,2,2
Marshall Islands,Micronesia,Undirected,8109,,7,7
Micronesia,Palau,Undirected,8110,,2,2
Palau,Japan,Undirected,8111,,5,5
Palau,Taiwan,Undirected,8112,,4,4
Palau,South Korea,Undirected,8113,,4,4
Palau,Philippines,Undirected,8114,,2,2
Palau,Macau,Undirected,8115,,1,1
Taiwan,Japan,Undirected,8116,,218,218
Taiwan,Singapore,Undirected,8117,,19,19
Taiwan,China,Undirected,8118,,470,470
Taiwan,Philippines,Undirected,8119,,30,30
Taiwan,Vietnam,Undirected,8120,,41,41
Taiwan,Hong Kong,Undirected,8121,,32,32
Taiwan,South Korea,Undirected,8122,,71,71
Taiwan,Malaysia,Undirected,8123,,19,19
Taiwan,India,Undirected,8124,,5,5
Taiwan,Thailand,Undirected,8125,,27,27
Taiwan,Australia,Undirected,8126,,8,8
Taiwan,Indonesia,Undirected,8127,,15,15
Taiwan,United States,Undirected,8128,,41,41
Taiwan,Macau,Undirected,8129,,23,23
Taiwan,Cambodia,Undirected,8130,,7,7
Taiwan,Burma,Undirected,8131,,2,2
Taiwan,Brunei,Undirected,8132,,1,1
Japan,Philippines,Undirected,8133,,44,44
Japan,South Korea,Undirected,8134,,299,299
Japan,China,Undirected,8135,,469,469
Japan,India,Undirected,8136,,12,12
Japan,Thailand,Undirected,8137,,63,63
Japan,United States,Undirected,8138,,210,210
Japan,Vietnam,Undirected,8139,,48,48
Japan,Hong Kong,Undirected,8140,,88,88
Japan,Malaysia,Undirected,8141,,26,26
Japan,Singapore,Undirected,8142,,45,45
Japan,Indonesia,Undirected,8143,,28,28
Japan,Uzbekistan,Undirected,8144,,3,3
Japan,Russia,Undirected,8145,,30,30
Japan,Australia,Undirected,8146,,48,48
Japan,Macau,Undirected,8147,,13,13
Japan,Burma,Undirected,8148,,2,2
Japan,Mongolia,Undirected,8149,,2,2
Japan,Sri Lanka,Undirected,8150,,2,2
Japan,Brunei,Undirected,8151,,1,1
Japan,Kazakhstan,Undirected,8152,,1,1
Japan,Cambodia,Undirected,8153,,2,2
South Korea,China,Undirected,8154,,389,389
South Korea,Philippines,Undirected,8155,,76,76
South Korea,Thailand,Undirected,8156,,50,50
South Korea,Hong Kong,Undirected,8157,,41,41
South Korea,Burma,Undirected,8158,,6,6
South Korea,United States,Undirected,8159,,86,86
South Korea,India,Undirected,8160,,8,8
South Korea,Singapore,Undirected,8161,,15,15
South Korea,Macau,Undirected,8162,,16,16
South Korea,Cambodia,Undirected,8163,,18,18
South Korea,Malaysia,Undirected,8164,,31,31
South Korea,Indonesia,Undirected,8165,,12,12
South Korea,Uzbekistan,Undirected,8166,,7,7
South Korea,Russia,Undirected,8167,,48,48
South Korea,Kazakhstan,Undirected,8168,,5,5
South Korea,Australia,Undirected,8169,,12,12
South Korea,Sri Lanka,Undirected,8170,,4,4
South Korea,Vietnam,Undirected,8171,,82,82
South Korea,Nepal,Undirected,8172,,2,2
South Korea,Mongolia,Undirected,8173,,9,9
South Korea,Laos,Undirected,8174,,8,8
South Korea,Brunei,Undirected,8175,,1,1
Philippines,Singapore,Undirected,8176,,38,38
Philippines,Malaysia,Undirected,8177,,21,21
Philippines,Thailand,Undirected,8178,,16,16
Philippines,Brunei,Undirected,8179,,4,4
Philippines,China,Undirected,8180,,68,68
Philippines,Hong Kong,Undirected,8181,,35,35
Philippines,Indonesia,Undirected,8182,,13,13
Philippines,Macau,Undirected,8183,,12,12
Philippines,Vietnam,Undirected,8184,,10,10
Philippines,Cambodia,Undirected,8185,,3,3
Philippines,Australia,Undirected,8186,,11,11
Philippines,United States,Undirected,8187,,7,7
Argentina,United States,Undirected,8188,,28,28
Argentina,Uruguay,Undirected,8189,,25,25
Argentina,Chile,Undirected,8190,,35,35
Argentina,Paraguay,Undirected,8191,,18,18
Argentina,Brazil,Undirected,8192,,114,114
Argentina,Colombia,Undirected,8193,,4,4
Argentina,Venezuela,Undirected,8194,,5,5
Argentina,Peru,Undirected,8195,,17,17
Argentina,Bolivia,Undirected,8196,,6,6
Argentina,Ecuador,Undirected,8197,,4,4
Brazil,Uruguay,Undirected,8198,,31,31
Brazil,United States,Undirected,8199,,148,148
Brazil,Colombia,Undirected,8200,,10,10
Brazil,Peru,Undirected,8201,,29,29
Brazil,Ecuador,Undirected,8202,,4,4
Brazil,Paraguay,Undirected,8203,,16,16
Brazil,Barbados,Undirected,8204,,2,2
Brazil,Venezuela,Undirected,8205,,8,8
Brazil,Bolivia,Undirected,8206,,8,8
Brazil,Chile,Undirected,8207,,31,31
Brazil,French Guiana,Undirected,8208,,4,4
Brazil,Suriname,Undirected,8209,,4,4
Chile,Uruguay,Undirected,8210,,5,5
Chile,United States,Undirected,8211,,26,26
Chile,Peru,Undirected,8212,,22,22
Chile,Colombia,Undirected,8213,,4,4
Chile,Bolivia,Undirected,8214,,11,11
Chile,Paraguay,Undirected,8215,,5,5
Chile,Venezuela,Undirected,8216,,3,3
Chile,Ecuador,Undirected,8217,,5,5
Chile,Australia,Undirected,8218,,6,6
Ecuador,Colombia,Undirected,8219,,25,25
Ecuador,United States,Undirected,8220,,35,35
Ecuador,Peru,Undirected,8221,,12,12
Ecuador,Venezuela,Undirected,8222,,5,5
Paraguay,Uruguay,Undirected,8223,,5,5
Paraguay,United States,Undirected,8224,,4,4
Paraguay,Peru,Undirected,8225,,4,4
Paraguay,Bolivia,Undirected,8226,,4,4
Colombia,Netherlands Antilles,Undirected,8227,,7,7
Colombia,United States,Undirected,8228,,125,125
Colombia,Aruba,Undirected,8229,,6,6
Colombia,Venezuela,Undirected,8230,,17,17
Colombia,Peru,Undirected,8231,,18,18
Colombia,Bolivia,Undirected,8232,,4,4
Colombia,Puerto Rico,Undirected,8233,,2,2
Colombia,Uruguay,Undirected,8234,,2,2
Bolivia,United States,Undirected,8235,,5,5
Bolivia,Peru,Undirected,8236,,19,19
Suriname,Netherlands Antilles,Undirected,8237,,3,3
Suriname,Trinidad and Tobago,Undirected,8238,,6,6
Suriname,Aruba,Undirected,8239,,2,2
Suriname,French Guiana,Undirected,8240,,2,2
Suriname,Guyana,Undirected,8241,,2,2
French Guiana,Martinique,Undirected,8242,,4,4
Peru,United States,Undirected,8243,,45,45
Peru,Venezuela,Undirected,8244,,6,6
Peru,Uruguay,Undirected,8245,,4,4
Uruguay,United States,Undirected,8246,,4,4
Venezuela,Aruba,Undirected,8247,,25,25
Venezuela,Netherlands Antilles,Undirected,8248,,16,16
Venezuela,United States,Undirected,8249,,19,19
Venezuela,Puerto Rico,Undirected,8250,,2,2
Venezuela,Trinidad and Tobago,Undirected,8251,,5,5
Venezuela,Guyana,Undirected,8252,,2,2
Venezuela,Grenada,Undirected,8253,,2,2
Guyana,United States,Undirected,8254,,8,8
Guyana,Trinidad and Tobago,Undirected,8255,,3,3
Guyana,Barbados,Undirected,8256,,2,2
Guyana,Puerto Rico,Undirected,8257,,1,1
Antigua and Barbuda,Guadeloupe,Undirected,8258,,4,4
Antigua and Barbuda,Saint Kitts and Nevis,Undirected,8259,,9,9
Antigua and Barbuda,United States,Undirected,8260,,18,18
Antigua and Barbuda,Trinidad and Tobago,Undirected,8261,,5,5
Antigua and Barbuda,Barbados,Undirected,8262,,4,4
Antigua and Barbuda,Anguilla,Undirected,8263,,2,2
Antigua and Barbuda,Dominica,Undirected,8264,,2,2
Antigua and Barbuda,Puerto Rico,Undirected,8265,,3,3
Antigua and Barbuda,Saint Lucia,Undirected,8266,,4,4
Antigua and Barbuda,Netherlands Antilles,Undirected,8267,,3,3
Antigua and Barbuda,Montserrat,Undirected,8268,,1,1
Antigua and Barbuda,British Virgin Islands,Undirected,8269,,1,1
Antigua and Barbuda,Virgin Islands,Undirected,8270,,1,1
Antigua and Barbuda,Grenada,Undirected,8271,,2,2
Barbados,United States,Undirected,8272,,10,10
Barbados,Trinidad and Tobago,Undirected,8273,,4,4
Barbados,Netherlands Antilles,Undirected,8274,,2,2
Barbados,Saint Lucia,Undirected,8275,,3,3
Barbados,Dominica,Undirected,8276,,2,2
Barbados,Martinique,Undirected,8277,,3,3
Barbados,Grenada,Undirected,8278,,2,2
Barbados,Saint Vincent and the Grenadines,Undirected,8279,,2,2
Barbados,Guadeloupe,Undirected,8280,,1,1
Dominica,Guadeloupe,Undirected,8281,,6,6
Dominica,Netherlands Antilles,Undirected,8282,,9,9
Dominica,Puerto Rico,Undirected,8283,,8,8
Dominica,Saint Vincent and the Grenadines,Undirected,8284,,1,1
Dominica,Saint Lucia,Undirected,8285,,2,2
Dominica,British Virgin Islands,Undirected,8286,,5,5
Dominica,Virgin Islands,Undirected,8287,,2,2
Martinique,Guadeloupe,Undirected,8288,,11,11
Martinique,Saint Lucia,Undirected,8289,,9,9
Martinique,United States,Undirected,8290,,4,4
Martinique,Puerto Rico,Undirected,8291,,4,4
Guadeloupe,Netherlands Antilles,Undirected,8292,,2,2
Guadeloupe,United States,Undirected,8293,,6,6
Guadeloupe,Puerto Rico,Undirected,8294,,4,4
Grenada,United States,Undirected,8295,,11,11
Grenada,Saint Lucia,Undirected,8296,,5,5
Grenada,Trinidad and Tobago,Undirected,8297,,6,6
Grenada,Saint Vincent and the Grenadines,Undirected,8298,,2,2
Virgin Islands,British Virgin Islands,Undirected,8299,,8,8
Virgin Islands,Puerto Rico,Undirected,8300,,17,17
Virgin Islands,United States,Undirected,8301,,47,47
Virgin Islands,Anguilla,Undirected,8302,,2,2
Virgin Islands,Netherlands Antilles,Undirected,8303,,6,6
Virgin Islands,Saint Kitts and Nevis,Undirected,8304,,2,2
Puerto Rico,Anguilla,Undirected,8305,,5,5
Puerto Rico,British Virgin Islands,Undirected,8306,,14,14
Puerto Rico,Saint Kitts and Nevis,Undirected,8307,,9,9
Puerto Rico,United States,Undirected,8308,,119,119
Puerto Rico,Netherlands Antilles,Undirected,8309,,7,7
Saint Kitts and Nevis,United States,Undirected,8310,,13,13
Saint Kitts and Nevis,Netherlands Antilles,Undirected,8311,,7,7
Saint Kitts and Nevis,British Virgin Islands,Undirected,8312,,2,2
Saint Lucia,United States,Undirected,8313,,20,20
Saint Lucia,Trinidad and Tobago,Undirected,8314,,10,10
Saint Lucia,Saint Vincent and the Grenadines,Undirected,8315,,2,2
Saint Lucia,Netherlands Antilles,Undirected,8316,,1,1
Aruba,Netherlands Antilles,Undirected,8317,,12,12
Aruba,United States,Undirected,8318,,56,56
Netherlands Antilles,United States,Undirected,8319,,53,53
Netherlands Antilles,Trinidad and Tobago,Undirected,8320,,8,8
Netherlands Antilles,British Virgin Islands,Undirected,8321,,9,9
Netherlands Antilles,Anguilla,Undirected,8322,,4,4
